"spec","cond","pH","rep","day","count","dilution","cfus","measured.pH","class"
"BC9","JBC",7,2,21,111,-5,1.11e+08,7.84,"bacteria"
"BC9","JB370",7,2,21,81,-5,8.1e+07,7.87,"bacteria"
"BC9","community",7,2,21,40,-5,4e+07,7.82,"bacteria"
"BC10","alone",7,2,21,404,-5,4.04e+08,7.59,"bacteria"
"BC10","BC9",7,2,21,255,-5,2.55e+08,7.67,"bacteria"
"BC10","JB5",7,2,21,263,-5,2.63e+08,7.76,"bacteria"
"BC10","JB7",7,2,21,241,-5,2.41e+08,7.86,"bacteria"
"BC10","135E",7,2,21,433,-5,4.33e+08,7.76,"bacteria"
"BC10","JBC",7,2,21,128,-5,1.28e+08,7.83,"bacteria"
"BC10","JB370",7,2,21,60,-5,6e+07,7.85,"bacteria"
"BC10","community",7,2,21,144,-5,1.44e+08,7.82,"bacteria"
"JB5","alone",7,2,21,40,-7,4e+09,8.01,"bacteria"
"JB5","BC9",7,2,21,42,-7,4.2e+09,7.87,"bacteria"
"JB5","BC10",7,2,21,177,-6,1.77e+09,7.76,"bacteria"
"JB5","JB7",7,2,21,182,-6,1.82e+09,7.94,"bacteria"
"JB5","135E",7,2,21,26,-7,2.6e+09,7.99,"bacteria"
"JB5","JBC",7,2,21,120,-5,1.2e+08,7.78,"bacteria"
"JB5","JB370",7,2,21,32,-6,3.2e+08,7.7,"bacteria"
"JB5","community",7,2,21,160,-5,1.6e+08,7.82,"bacteria"
"JB7","alone",7,2,21,178,-6,1.78e+09,7.98,"bacteria"
"JB7","BC9",7,2,21,304,-6,3.04e+09,7.81,"bacteria"
"JB7","BC10",7,2,21,224,-6,2.24e+09,7.86,"bacteria"
"JB7","JB5",7,2,21,207,-6,2.07e+09,7.94,"bacteria"
"JB7","135E",7,2,21,52,-7,5.2e+09,7.88,"bacteria"
"JB7","JBC",7,2,21,191,-6,1.91e+09,7.75,"bacteria"
"JB7","JB370",7,2,21,159,-6,1.59e+09,7.59,"bacteria"
"JB7","community",7,2,21,45,-6,4.5e+08,7.82,"bacteria"
"135E","alone",7,2,21,34,-4,3400000,7.22,"fungi"
"135E","BC9",7,2,21,103,-4,10300000,7.59,"fungi"
"135E","BC10",7,2,21,64,-4,6400000,7.76,"fungi"
"135E","JB5",7,2,21,117,-4,11700000,7.99,"fungi"
"135E","JB7",7,2,21,122,-4,12200000,7.88,"fungi"
"135E","JBC",7,2,21,0,0,0,7.79,"fungi"
"135E","JB370",7,2,21,176,-3,1760000,7.77,"fungi"
"135E","community",7,2,21,0,0,0,7.82,"fungi"
"JBC","alone",7,2,21,48,-5,4.8e+07,7.78,"fungi"
"JBC","BC9",7,2,21,38,-5,3.8e+07,7.84,"fungi"
"JBC","BC10",7,2,21,62,-5,6.2e+07,7.83,"fungi"
"JBC","JB5",7,2,21,59,-5,5.9e+07,7.78,"fungi"
"JBC","JB7",7,2,21,42,-5,4.2e+07,7.75,"fungi"
"JBC","135E",7,2,21,30,-5,3e+07,7.79,"fungi"
"JBC","JB370",7,2,21,37,-5,3.7e+07,7.67,"fungi"
"JBC","community",7,2,21,63,-5,6.3e+07,7.82,"fungi"
"JB370","alone",7,2,21,9,-4,9e+05,7.42,"fungi"
"JB370","BC9",7,2,21,99,-3,990000,7.87,"fungi"
"JB370","BC10",7,2,21,36,-3,360000,7.85,"fungi"
"JB370","JB5",7,2,21,101,-3,1010000,7.7,"fungi"
"JB370","JB7",7,2,21,134,-3,1340000,7.59,"fungi"
"JB370","135E",7,2,21,59,-3,590000,7.77,"fungi"
"JB370","JBC",7,2,21,9,0,90,7.67,"fungi"
"JB370","community",7,2,21,165,0,1650,7.82,"fungi"
"BC9","alone",5,3,0,0,0,373,5.86,"bacteria"
"BC9","BC10",5,3,0,0,0,373,5.86,"bacteria"
"BC9","JB5",5,3,0,0,0,373,5.86,"bacteria"
"BC9","JB7",5,3,0,0,0,373,5.86,"bacteria"
"BC9","135E",5,3,0,0,0,373,5.86,"bacteria"
"BC9","JBC",5,3,0,0,0,373,5.86,"bacteria"
"BC9","JB370",5,3,0,0,0,373,5.86,"bacteria"
"BC9","community",5,3,0,0,0,373,5.86,"bacteria"
"BC10","alone",5,3,0,45,0,113,5.86,"bacteria"
"BC10","BC9",5,3,0,45,0,113,5.86,"bacteria"
"BC10","JB5",5,3,0,45,0,113,5.86,"bacteria"
"BC10","JB7",5,3,0,45,0,113,5.86,"bacteria"
"BC10","135E",5,3,0,45,0,113,5.86,"bacteria"
"BC10","JBC",5,3,0,45,0,113,5.86,"bacteria"
"BC10","JB370",5,3,0,45,0,113,5.86,"bacteria"
"BC10","community",5,3,0,45,0,113,5.86,"bacteria"
"JB5","alone",5,3,0,0,0,314,5.86,"bacteria"
"JB5","BC9",5,3,0,0,0,314,5.86,"bacteria"
"JB5","BC10",5,3,0,0,0,314,5.86,"bacteria"
"JB5","JB7",5,3,0,0,0,314,5.86,"bacteria"
"JB5","135E",5,3,0,0,0,314,5.86,"bacteria"
"JB5","JBC",5,3,0,0,0,314,5.86,"bacteria"
"JB5","JB370",5,3,0,0,0,314,5.86,"bacteria"
"JB5","community",5,3,0,0,0,314,5.86,"bacteria"
"JB7","alone",5,3,0,140,0,350,5.86,"bacteria"
"JB7","BC9",5,3,0,140,0,350,5.86,"bacteria"
"JB7","BC10",5,3,0,140,0,350,5.86,"bacteria"
"JB7","JB5",5,3,0,140,0,350,5.86,"bacteria"
"JB7","135E",5,3,0,140,0,350,5.86,"bacteria"
"JB7","JBC",5,3,0,140,0,350,5.86,"bacteria"
"JB7","JB370",5,3,0,140,0,350,5.86,"bacteria"
"JB7","community",5,3,0,140,0,350,5.86,"bacteria"
"135E","alone",5,3,0,282,0,705,5.86,"fungi"
"135E","BC9",5,3,0,282,0,705,5.86,"fungi"
"135E","BC10",5,3,0,282,0,705,5.86,"fungi"
"135E","JB5",5,3,0,282,0,705,5.86,"fungi"
"135E","JB7",5,3,0,282,0,705,5.86,"fungi"
"135E","JBC",5,3,0,282,0,705,5.86,"fungi"
"135E","JB370",5,3,0,282,0,705,5.86,"fungi"
"135E","community",5,3,0,282,0,705,5.86,"fungi"
"JBC","alone",5,3,0,89,0,223,5.86,"fungi"
"JBC","BC9",5,3,0,89,0,223,5.86,"fungi"
"JBC","BC10",5,3,0,89,0,223,5.86,"fungi"
"JBC","JB5",5,3,0,89,0,223,5.86,"fungi"
"JBC","JB7",5,3,0,89,0,223,5.86,"fungi"
"JBC","135E",5,3,0,89,0,223,5.86,"fungi"
"JBC","JB370",5,3,0,89,0,223,5.86,"fungi"
"JBC","community",5,3,0,89,0,223,5.86,"fungi"
"JB370","alone",5,3,0,63,0,158,5.86,"fungi"
"JB370","BC9",5,3,0,63,0,158,5.86,"fungi"
"JB370","BC10",5,3,0,63,0,158,5.86,"fungi"
"JB370","JB5",5,3,0,63,0,158,5.86,"fungi"
"JB370","JB7",5,3,0,63,0,158,5.86,"fungi"
"JB370","135E",5,3,0,63,0,158,5.86,"fungi"
"JB370","JBC",5,3,0,63,0,158,5.86,"fungi"
"JB370","community",5,3,0,63,0,158,5.86,"fungi"
"BC9","alone",7,3,0,0,0,373,7.1,"bacteria"
"BC9","BC10",7,3,0,0,0,373,7.1,"bacteria"
"BC9","JB5",7,3,0,0,0,373,7.1,"bacteria"
"BC9","JB7",7,3,0,0,0,373,7.1,"bacteria"
"BC9","135E",7,3,0,0,0,373,7.1,"bacteria"
"BC9","JBC",7,3,0,0,0,373,7.1,"bacteria"
"BC9","JB370",7,3,0,0,0,373,7.1,"bacteria"
"BC9","community",7,3,0,0,0,373,7.1,"bacteria"
"BC10","alone",7,3,0,45,0,113,7.1,"bacteria"
"BC10","BC9",7,3,0,45,0,113,7.1,"bacteria"
"BC10","JB5",7,3,0,45,0,113,7.1,"bacteria"
"BC10","JB7",7,3,0,45,0,113,7.1,"bacteria"
"BC10","135E",7,3,0,45,0,113,7.1,"bacteria"
"BC10","JBC",7,3,0,45,0,113,7.1,"bacteria"
"BC10","JB370",7,3,0,45,0,113,7.1,"bacteria"
"BC10","community",7,3,0,45,0,113,7.1,"bacteria"
"JB5","alone",7,3,0,0,0,314,7.1,"bacteria"
"JB5","BC9",7,3,0,0,0,314,7.1,"bacteria"
"JB5","BC10",7,3,0,0,0,314,7.1,"bacteria"
"JB5","JB7",7,3,0,0,0,314,7.1,"bacteria"
"JB5","135E",7,3,0,0,0,314,7.1,"bacteria"
"JB5","JBC",7,3,0,0,0,314,7.1,"bacteria"
"JB5","JB370",7,3,0,0,0,314,7.1,"bacteria"
"JB5","community",7,3,0,0,0,314,7.1,"bacteria"
"JB7","alone",7,3,0,140,0,350,7.1,"bacteria"
"JB7","BC9",7,3,0,140,0,350,7.1,"bacteria"
"JB7","BC10",7,3,0,140,0,350,7.1,"bacteria"
"JB7","JB5",7,3,0,140,0,350,7.1,"bacteria"
"JB7","135E",7,3,0,140,0,350,7.1,"bacteria"
"JB7","JBC",7,3,0,140,0,350,7.1,"bacteria"
"JB7","JB370",7,3,0,140,0,350,7.1,"bacteria"
"JB7","community",7,3,0,140,0,350,7.1,"bacteria"
"135E","alone",7,3,0,282,0,705,7.1,"fungi"
"135E","BC9",7,3,0,282,0,705,7.1,"fungi"
"135E","BC10",7,3,0,282,0,705,7.1,"fungi"
"135E","JB5",7,3,0,282,0,705,7.1,"fungi"
"135E","JB7",7,3,0,282,0,705,7.1,"fungi"
"135E","JBC",7,3,0,282,0,705,7.1,"fungi"
"135E","JB370",7,3,0,282,0,705,7.1,"fungi"
"135E","community",7,3,0,282,0,705,7.1,"fungi"
"JBC","alone",7,3,0,89,0,223,7.1,"fungi"
"JBC","BC9",7,3,0,89,0,223,7.1,"fungi"
"JBC","BC10",7,3,0,89,0,223,7.1,"fungi"
"JBC","JB5",7,3,0,89,0,223,7.1,"fungi"
"JBC","JB7",7,3,0,89,0,223,7.1,"fungi"
"JBC","135E",7,3,0,89,0,223,7.1,"fungi"
"JBC","JB370",7,3,0,89,0,223,7.1,"fungi"
"JBC","community",7,3,0,89,0,223,7.1,"fungi"
"JB370","alone",7,3,0,63,0,158,7.1,"fungi"
"JB370","BC9",7,3,0,63,0,158,7.1,"fungi"
"JB370","BC10",7,3,0,63,0,158,7.1,"fungi"
"JB370","JB5",7,3,0,63,0,158,7.1,"fungi"
"JB370","JB7",7,3,0,63,0,158,7.1,"fungi"
"JB370","135E",7,3,0,63,0,158,7.1,"fungi"
"JB370","JBC",7,3,0,63,0,158,7.1,"fungi"
"JB370","community",7,3,0,63,0,158,7.1,"fungi"
"BC9","alone",5,3,3,154,-3,1540000,5.79,"bacteria"
"BC9","BC10",5,3,3,2,-5,2e+06,5.97,"bacteria"
"BC9","JB5",5,3,3,288,-3,2880000,5.88,"bacteria"
"BC9","JB7",5,3,3,374,-3,3740000,5.82,"bacteria"
"BC9","135E",5,3,3,240,-4,2.4e+07,6.6,"bacteria"
"BC9","JBC",5,3,3,56,-5,5.6e+07,6.11,"bacteria"
"BC9","JB370",5,3,3,319,-4,31900000,5.91,"bacteria"
"BC9","community",5,3,3,18,-5,1.8e+07,6.69,"bacteria"
"BC10","alone",5,3,3,154,-5,1.54e+08,5.93,"bacteria"
"BC10","BC9",5,3,3,84,-5,8.4e+07,5.97,"bacteria"
"BC10","JB5",5,3,3,57,-5,5.7e+07,5.98,"bacteria"
"BC10","JB7",5,3,3,89,-5,8.9e+07,6,"bacteria"
"BC10","135E",5,3,3,384,-4,38400000,6.64,"bacteria"
"BC10","JBC",5,3,3,113,-5,1.13e+08,6.16,"bacteria"
"BC10","JB370",5,3,3,71,-5,7.1e+07,6.05,"bacteria"
"BC10","community",5,3,3,39,-5,3.9e+07,6.69,"bacteria"
"JB5","alone",5,3,3,39,0,390,5.84,"bacteria"
"JB5","BC9",5,3,3,1,-1,100,5.88,"bacteria"
"JB5","BC10",5,3,3,35,-1,3500,5.98,"bacteria"
"JB5","JB7",5,3,3,34,0,340,5.91,"bacteria"
"JB5","135E",5,3,3,6,-4,6e+05,6.59,"bacteria"
"JB5","JBC",5,3,3,21,0,210,6.15,"bacteria"
"JB5","JB370",5,3,3,50,0,500,5.91,"bacteria"
"JB5","community",5,3,3,82,-3,820000,6.69,"bacteria"
"JB7","alone",5,3,3,15,0,150,5.86,"bacteria"
"JB7","BC9",5,3,3,6,-1,600,5.82,"bacteria"
"JB7","JB5",5,3,3,17,0,170,5.91,"bacteria"
"JB7","135E",5,3,3,66,-3,660000,6.65,"bacteria"
"JB7","JBC",5,3,3,27,0,270,6.21,"bacteria"
"JB7","JB370",5,3,3,5,0,50,5.92,"bacteria"
"JB7","community",5,3,3,45,-3,450000,6.69,"bacteria"
"135E","alone",5,3,3,104,-4,10400000,6.58,"fungi"
"135E","BC9",5,3,3,208,-4,20800000,6.6,"fungi"
"135E","BC10",5,3,3,155,-4,15500000,6.64,"fungi"
"135E","JB5",5,3,3,161,-4,16100000,6.59,"fungi"
"135E","JB7",5,3,3,136,-4,13600000,6.65,"fungi"
"135E","JBC",5,3,3,165,-4,16500000,6.75,"fungi"
"135E","JB370",5,3,3,159,-4,15900000,6.64,"fungi"
"135E","community",5,3,3,128,-4,12800000,6.69,"fungi"
"JBC","alone",5,3,3,154,-1,15400,6.12,"fungi"
"JBC","BC9",5,3,3,85,-1,8500,6.11,"fungi"
"JBC","BC10",5,3,3,142,-1,14200,6.16,"fungi"
"JBC","JB5",5,3,3,93,-1,9300,6.15,"fungi"
"JBC","JB7",5,3,3,62,-1,6200,6.21,"fungi"
"JBC","135E",5,3,3,89,0,890,6.75,"fungi"
"JBC","community",5,3,3,20,-1,2000,6.69,"fungi"
"JB370","alone",5,3,3,120,0,1200,5.9,"fungi"
"JB370","BC9",5,3,3,136,0,1360,5.91,"fungi"
"JB370","BC10",5,3,3,48,0,480,6.05,"fungi"
"JB370","JB5",5,3,3,126,0,1260,5.91,"fungi"
"JB370","JB7",5,3,3,12,-1,1200,5.92,"fungi"
"JB370","135E",5,3,3,18,-1,1800,6.64,"fungi"
"JB370","JBC",5,3,3,2,0,20,6.17,"fungi"
"JB370","community",5,3,3,30,0,300,6.69,"fungi"
"BC9","alone",7,3,3,71,-5,7.1e+07,6.97,"bacteria"
"BC9","BC10",7,3,3,88,-5,8.8e+07,7.14,"bacteria"
"BC9","JB5",7,3,3,269,-5,2.69e+08,7.15,"bacteria"
"BC9","JB7",7,3,3,220,-5,2.2e+08,7.14,"bacteria"
"BC9","135E",7,3,3,213,-5,2.13e+08,7.24,"bacteria"
"BC9","JBC",7,3,3,300,-5,3e+08,7.07,"bacteria"
"BC9","JB370",7,3,3,271,-5,2.71e+08,7.17,"bacteria"
"BC9","community",7,3,3,63,-5,6.3e+07,7.16,"bacteria"
"BC10","alone",7,3,3,317,-5,3.17e+08,7.1,"bacteria"
"BC10","BC9",7,3,3,156,-5,1.56e+08,7.14,"bacteria"
"BC10","JB5",7,3,3,137,-5,1.37e+08,7.14,"bacteria"
"BC10","JB7",7,3,3,184,-5,1.84e+08,7.14,"bacteria"
"BC10","135E",7,3,3,454,-5,4.54e+08,7.34,"bacteria"
"BC10","JBC",7,3,3,295,-5,2.95e+08,7.14,"bacteria"
"BC10","JB370",7,3,3,157,-5,1.57e+08,7.15,"bacteria"
"BC10","community",7,3,3,72,-5,7.2e+07,7.16,"bacteria"
"JB5","alone",7,3,3,222,-4,22200000,7.07,"bacteria"
"JB5","BC9",7,3,3,47,-4,4700000,7.15,"bacteria"
"JB5","BC10",7,3,3,188,-3,1880000,7.14,"bacteria"
"JB5","JB7",7,3,3,285,-4,28500000,7.06,"bacteria"
"JB5","135E",7,3,3,169,-3,1690000,7.1,"bacteria"
"JB5","JBC",7,3,3,156,-4,15600000,7,"bacteria"
"JB5","JB370",7,3,3,56,-5,5.6e+07,7.14,"bacteria"
"JB5","community",7,3,3,80,-4,8e+06,7.16,"bacteria"
"JB7","alone",7,3,3,802,-4,80200000,7.04,"bacteria"
"JB7","BC9",7,3,3,89,-4,8900000,7.14,"bacteria"
"JB7","BC10",7,3,3,46,-4,4600000,7.14,"bacteria"
"JB7","JB5",7,3,3,162,-5,1.62e+08,7.06,"bacteria"
"JB7","135E",7,3,3,413,-4,41300000,7.11,"bacteria"
"JB7","JBC",7,3,3,123,-5,1.23e+08,6.84,"bacteria"
"JB7","JB370",7,3,3,110,-5,1.1e+08,7.09,"bacteria"
"JB7","community",7,3,3,13,-5,1.3e+07,7.16,"bacteria"
"135E","alone",7,3,3,261,-3,2610000,7.08,"fungi"
"135E","BC9",7,3,3,325,-3,3250000,7.24,"fungi"
"135E","BC10",7,3,3,598,-3,5980000,7.34,"fungi"
"135E","JB5",7,3,3,377,-3,3770000,7.1,"fungi"
"135E","JB7",7,3,3,54,-4,5400000,7.11,"fungi"
"135E","JBC",7,3,3,156,-3,1560000,6.97,"fungi"
"135E","JB370",7,3,3,317,-3,3170000,7.09,"fungi"
"135E","community",7,3,3,284,-3,2840000,7.16,"fungi"
"JBC","alone",7,3,3,64,-1,6400,6.8,"fungi"
"JBC","BC9",7,3,3,132,0,1320,7.07,"fungi"
"JBC","BC10",7,3,3,43,0,430,7.14,"fungi"
"JBC","JB5",7,3,3,56,-1,5600,7,"fungi"
"JBC","JB7",7,3,3,41,-1,4100,6.84,"fungi"
"JBC","135E",7,3,3,37,-1,3700,6.97,"fungi"
"JBC","JB370",7,3,3,21,-1,2100,7.06,"fungi"
"JBC","community",7,3,3,7,-1,700,7.16,"fungi"
"JB370","alone",7,3,3,24,0,240,7.11,"fungi"
"JB370","BC9",7,3,3,40,0,400,7.17,"fungi"
"JB370","BC10",7,3,3,9,0,90,7.15,"fungi"
"JB370","JB5",7,3,3,27,0,270,7.14,"fungi"
"JB370","JB7",7,3,3,40,0,400,7.09,"fungi"
"JB370","135E",7,3,3,40,0,400,7.09,"fungi"
"JB370","JBC",7,3,3,2,-1,200,7.06,"fungi"
"JB370","community",7,3,3,15,0,150,7.16,"fungi"
"BC9","alone",5,3,10,30,-5,3e+07,5.98,"bacteria"
"BC9","BC10",5,3,10,52,-4,5200000,6.38,"bacteria"
"BC9","JB5",5,3,10,132,-4,13200000,5.95,"bacteria"
"BC9","JB7",5,3,10,104,-4,10400000,5.96,"bacteria"
"BC9","135E",5,3,10,86,-5,8.6e+07,6.71,"bacteria"
"BC9","JBC",5,3,10,86,-4,8600000,7.22,"bacteria"
"BC9","JB370",5,3,10,39,-6,3.9e+08,7.6,"bacteria"
"BC9","community",5,3,10,46,-4,4600000,6.55,"bacteria"
"BC10","alone",5,3,10,92,-5,9.2e+07,6.46,"bacteria"
"BC10","BC9",5,3,10,39,-5,3.9e+07,6.38,"bacteria"
"BC10","JB5",5,3,10,62,-5,6.2e+07,6.39,"bacteria"
"BC10","JB7",5,3,10,69,-5,6.9e+07,6.41,"bacteria"
"BC10","135E",5,3,10,58,-5,5.8e+07,6.77,"bacteria"
"BC10","JBC",5,3,10,30,-5,3e+07,6.92,"bacteria"
"BC10","JB370",5,3,10,178,-5,1.78e+08,7.39,"bacteria"
"BC10","community",5,3,10,300,-4,3e+07,6.55,"bacteria"
"JB5","alone",5,3,10,44,-1,4400,5.96,"bacteria"
"JB5","BC9",5,3,10,14,-1,1400,5.95,"bacteria"
"JB5","BC10",5,3,10,73,-4,7300000,6.39,"bacteria"
"JB5","JB7",5,3,10,445,0,4450,5.95,"bacteria"
"JB5","135E",5,3,10,156,-6,1.56e+09,6.98,"bacteria"
"JB5","JB370",5,3,10,96,-4,9600000,7.39,"bacteria"
"JB5","community",5,3,10,50,-4,5e+06,6.55,"bacteria"
"JB7","alone",5,3,10,12,0,120,5.95,"bacteria"
"JB7","BC9",5,3,10,2,-1,200,5.96,"bacteria"
"JB7","BC10",5,3,10,59,-4,5900000,6.41,"bacteria"
"JB7","JB5",5,3,10,14,0,140,5.95,"bacteria"
"JB7","135E",5,3,10,136,-6,1.36e+09,6.94,"bacteria"
"JB7","JBC",5,3,10,1,0,10,7.31,"bacteria"
"JB7","JB370",5,3,10,124,-3,1240000,7.54,"bacteria"
"JB7","community",5,3,10,81,-4,8100000,6.55,"bacteria"
"135E","alone",5,3,10,206,-4,20600000,6.81,"fungi"
"135E","BC9",5,3,10,150,-4,1.5e+07,6.71,"fungi"
"135E","BC10",5,3,10,256,-4,25600000,6.77,"fungi"
"135E","JB5",5,3,10,188,-4,18800000,6.98,"fungi"
"135E","JB7",5,3,10,148,-4,14800000,6.94,"fungi"
"135E","JBC",5,3,10,19,-3,190000,6.81,"fungi"
"135E","JB370",5,3,10,122,-4,12200000,7.52,"fungi"
"135E","community",5,3,10,77,-3,770000,6.55,"fungi"
"JBC","alone",5,3,10,37,-5,3.7e+07,7.24,"fungi"
"JBC","BC9",5,3,10,32,-5,3.2e+07,7.22,"fungi"
"JBC","BC10",5,3,10,30,-5,3e+07,6.92,"fungi"
"JBC","JB5",5,3,10,41,-5,4.1e+07,7.24,"fungi"
"JBC","JB7",5,3,10,23,-5,2.3e+07,7.31,"fungi"
"JBC","135E",5,3,10,17,-5,1.7e+07,6.81,"fungi"
"JBC","JB370",5,3,10,28,-5,2.8e+07,7.18,"fungi"
"JBC","community",5,3,10,15,-5,1.5e+07,6.55,"fungi"
"JB370","alone",5,3,10,81,-3,810000,7.17,"fungi"
"JB370","BC9",5,3,10,88,-3,880000,7.6,"fungi"
"JB370","BC10",5,3,10,118,-3,1180000,7.39,"fungi"
"JB370","JB5",5,3,10,105,-3,1050000,7.39,"fungi"
"JB370","JB7",5,3,10,9,-4,9e+05,7.54,"fungi"
"JB370","135E",5,3,10,74,-2,74000,7.52,"fungi"
"JB370","community",5,3,10,18,-1,1800,6.55,"fungi"
"BC9","alone",7,3,10,254,-5,2.54e+08,7.49,"bacteria"
"BC9","BC10",7,3,10,30,-5,3e+07,7.4,"bacteria"
"BC9","JB5",7,3,10,28,-6,2.8e+08,7.49,"bacteria"
"BC9","JB7",7,3,10,46,-6,4.6e+08,7.51,"bacteria"
"BC9","135E",7,3,10,194,-5,1.94e+08,7.54,"bacteria"
"BC9","JBC",7,3,10,165,-5,1.65e+08,6.74,"bacteria"
"BC9","JB370",7,3,10,255,-5,2.55e+08,7.71,"bacteria"
"BC9","community",7,3,10,22,-5,2.2e+07,6.7,"bacteria"
"BC10","alone",7,3,10,258,-5,2.58e+08,7.37,"bacteria"
"BC10","BC9",7,3,10,357,-5,3.57e+08,7.4,"bacteria"
"BC10","JB5",7,3,10,135,-5,1.35e+08,7.56,"bacteria"
"BC10","JB7",7,3,10,160,-5,1.6e+08,7.61,"bacteria"
"BC10","135E",7,3,10,139,-5,1.39e+08,7.59,"bacteria"
"BC10","JBC",7,3,10,107,-5,1.07e+08,6.63,"bacteria"
"BC10","JB370",7,3,10,148,-5,1.48e+08,7.64,"bacteria"
"BC10","community",7,3,10,30,-5,3e+07,6.7,"bacteria"
"JB5","alone",7,3,10,277,-6,2.77e+09,7.61,"bacteria"
"JB5","BC9",7,3,10,157,-6,1.57e+09,7.49,"bacteria"
"JB5","BC10",7,3,10,151,-6,1.51e+09,7.56,"bacteria"
"JB5","JB7",7,3,10,162,-6,1.62e+09,7.75,"bacteria"
"JB5","135E",7,3,10,82,-6,8.2e+08,7.54,"bacteria"
"JB5","JBC",7,3,10,27,-2,27000,7.04,"bacteria"
"JB5","JB370",7,3,10,92,-6,9.2e+08,7.77,"bacteria"
"JB5","community",7,3,10,76,-4,7600000,6.7,"bacteria"
"JB7","alone",7,3,10,115,-6,1.15e+09,7.53,"bacteria"
"JB7","BC9",7,3,10,89,-6,8.9e+08,7.51,"bacteria"
"JB7","BC10",7,3,10,134,-6,1.34e+09,7.61,"bacteria"
"JB7","JB5",7,3,10,137,-6,1.37e+09,7.75,"bacteria"
"JB7","JBC",7,3,10,108,-5,1.08e+08,6.99,"bacteria"
"JB7","JB370",7,3,10,82,-6,8.2e+08,7.81,"bacteria"
"JB7","community",7,3,10,18,-5,1.8e+07,6.7,"bacteria"
"135E","alone",7,3,10,49,-4,4900000,7.19,"fungi"
"135E","BC9",7,3,10,31,-4,3100000,7.54,"fungi"
"135E","BC10",7,3,10,60,-4,6e+06,7.59,"fungi"
"135E","JB5",7,3,10,111,-4,11100000,7.54,"fungi"
"135E","JB7",7,3,10,87,-4,8700000,7.64,"fungi"
"135E","JBC",7,3,10,0,0,0,7.08,"fungi"
"135E","JB370",7,3,10,285,-3,2850000,7.59,"fungi"
"135E","community",7,3,10,28,-1,2800,6.7,"fungi"
"JBC","alone",7,3,10,36,-5,3.6e+07,7.16,"fungi"
"JBC","BC9",7,3,10,40,-5,4e+07,6.74,"fungi"
"JBC","BC10",7,3,10,22,-5,2.2e+07,6.63,"fungi"
"JBC","JB5",7,3,10,42,-5,4.2e+07,7.04,"fungi"
"JBC","JB7",7,3,10,43,-5,4.3e+07,6.99,"fungi"
"JBC","135E",7,3,10,49,-5,4.9e+07,7.08,"fungi"
"JBC","JB370",7,3,10,39,-5,3.9e+07,6.94,"fungi"
"JBC","community",7,3,10,17,-5,1.7e+07,6.7,"fungi"
"JB370","alone",7,3,10,79,-2,79000,7.62,"fungi"
"JB370","BC9",7,3,10,6,-2,6000,7.71,"fungi"
"JB370","BC10",7,3,10,21,-2,21000,7.64,"fungi"
"JB370","JB5",7,3,10,84,-2,84000,7.77,"fungi"
"JB370","JB7",7,3,10,19,-2,19000,7.81,"fungi"
"JB370","135E",7,3,10,34,-2,34000,7.59,"fungi"
"JB370","JBC",7,3,10,1,0,10,6.94,"fungi"
"JB370","community",7,3,10,1,0,10,6.7,"fungi"
"BC9","alone",5,3,21,163,-4,16300000,5.7,"bacteria"
"BC9","BC10",5,3,21,58,-5,5.8e+07,6.3,"bacteria"
"BC9","JB5",5,3,21,42,-5,4.2e+07,5.65,"bacteria"
"BC9","JB7",5,3,21,345,-4,34500000,5.63,"bacteria"
"BC9","135E",5,3,21,318,-5,3.18e+08,6.54,"bacteria"
"BC9","JBC",5,3,21,456,-4,45600000,7.27,"bacteria"
"BC9","JB370",5,3,21,622,-5,6.22e+08,6.82,"bacteria"
"BC9","community",5,3,21,71,-4,7100000,7.31,"bacteria"
"BC10","alone",5,3,21,57,-5,5.7e+07,6.37,"bacteria"
"BC10","BC9",5,3,21,116,-5,1.16e+08,6.3,"bacteria"
"BC10","JB5",5,3,21,156,-5,1.56e+08,6.69,"bacteria"
"BC10","JB7",5,3,21,75,-5,7.5e+07,6.79,"bacteria"
"BC10","135E",5,3,21,50,-5,5e+07,6.63,"bacteria"
"BC10","JBC",5,3,21,347,-4,34700000,7.39,"bacteria"
"BC10","JB370",5,3,21,286,-5,2.86e+08,6.89,"bacteria"
"BC10","community",5,3,21,272,-4,27200000,7.31,"bacteria"
"JB5","alone",5,3,21,17,-3,170000,5.63,"bacteria"
"JB5","BC9",5,3,21,6,-1,600,5.65,"bacteria"
"JB5","BC10",5,3,21,1646,-5,1.65e+09,6.69,"bacteria"
"JB5","JB7",5,3,21,132,-2,132000,5.58,"bacteria"
"JB5","135E",5,3,21,239,-6,2.39e+09,7.19,"bacteria"
"JB5","JBC",5,3,21,0,0,0,7.59,"bacteria"
"JB5","JB370",5,3,21,88,-5,8.8e+07,6.95,"bacteria"
"JB5","community",5,3,21,51,-4,5100000,7.31,"bacteria"
"JB7","alone",5,3,21,23,0,230,5.62,"bacteria"
"JB7","BC9",5,3,21,2,0,20,5.63,"bacteria"
"JB7","BC10",5,3,21,141,-6,1.41e+09,6.79,"bacteria"
"JB7","JB5",5,3,21,12,0,120,5.58,"bacteria"
"JB7","135E",5,3,21,371,-6,3.71e+09,7.28,"bacteria"
"JB7","JBC",5,3,21,1600,-3,1.6e+07,7.31,"bacteria"
"JB7","JB370",5,3,21,552,-5,5.52e+08,6.83,"bacteria"
